regCodeExt	metaCondition	condition	conditionCode	context	contextCode	regName	variant	regCode	component	day	cycleTaken	cycleLength	noCycles	branchInfo	Radio.Therapy.	continuous	noCycles_Original	regString	shortString
3..1698.1	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	CTD	1	1698					Cont.			TRUE	Cont.	11.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;9.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;11.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;9.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;	11.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;9.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;1.Thalidomide;
3..1698.2	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	CTD	2	1698					Cont.			TRUE	Cont.	24.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;24.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;	24.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;1.Cyclophosphamide;0.Thalidomide;
3..1699.1	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Dara-Kd	1	1699					Cont.			TRUE	Cont.	7.Carfilzomib;0.Daratumumab;1.Carfilzomib;6.Carfilzomib;0.Daratumumab;1.Carfilzomib;6.Carfilzomib;0.Daratumumab;1.Carfilzomib;6.Daratumumab;7.Carfilzomib;0.Daratumumab;1.Carfilzomib;6.Carfilzomib;0.Daratumumab;1.Carfilzomib;6.Carfilzomib;0.Daratumumab;1.Carfilzomib;6.Daratumumab;	7.Carfilzomib;0.Daratumumab;1.Carfilzomib;6.Carfilzomib;0.Daratumumab;1.Carfilzomib;6.Carfilzomib;0.Daratumumab;1.Carfilzomib;6.Daratumumab;
3..1699.2	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Dara-Kd	2	1699					Cont.			TRUE	Cont.	13.Carfilzomib;0.Daratumumab;1.Carfilzomib;6.Carfilzomib;1.Carfilzomib;6.Carfilzomib;0.Daratumumab;1.Carfilzomib;13.Carfilzomib;0.Daratumumab;1.Carfilzomib;6.Carfilzomib;1.Carfilzomib;6.Carfilzomib;0.Daratumumab;1.Carfilzomib;	13.Carfilzomib;0.Daratumumab;1.Carfilzomib;6.Carfilzomib;1.Carfilzomib;6.Carfilzomib;0.Daratumumab;1.Carfilzomib;
3..1699.3	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Dara-Kd	3	1699					Cont.			TRUE	Cont.	13.Carfilzomib;0.Daratumumab;1.Carfilzomib;6.Carfilzomib;1.Carfilzomib;6.Carfilzomib;1.Carfilzomib;13.Carfilzomib;0.Daratumumab;1.Carfilzomib;6.Carfilzomib;1.Carfilzomib;6.Carfilzomib;1.Carfilzomib;	13.Carfilzomib;0.Daratumumab;1.Carfilzomib;6.Carfilzomib;1.Carfilzomib;6.Carfilzomib;1.Carfilzomib;
3..1699.4	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Dara-Kd	4	1699					Cont.			TRUE	Cont.	7.Carfilzomib;0.Daratumumab;7.Carfilzomib;0.Daratumumab;7.Carfilzomib;0.Daratumumab;7.Carfilzomib;0.Daratumumab;7.Carfilzomib;0.Daratumumab;7.Carfilzomib;0.Daratumumab;7.Carfilzomib;0.Daratumumab;7.Carfilzomib;0.Daratumumab;	7.Carfilzomib;0.Daratumumab;
3..1699.5	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Dara-Kd	5	1699					Cont.			TRUE	Cont.	7.Carfilzomib;0.Daratumumab;7.Carfilzomib;7.Carfilzomib;0.Daratumumab;7.Carfilzomib;7.Carfilzomib;0.Daratumumab;7.Carfilzomib;7.Carfilzomib;0.Daratumumab;7.Carfilzomib;	7.Carfilzomib;0.Daratumumab;7.Carfilzomib;
3..1699.6	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Dara-Kd	6	1699					Cont.			TRUE	Cont.	7.Carfilzomib;0.Daratumumab;7.Carfilzomib;7.Carfilzomib;7.Carfilzomib;7.Carfilzomib;0.Daratumumab;7.Carfilzomib;7.Carfilzomib;7.Carfilzomib;	7.Carfilzomib;0.Daratumumab;7.Carfilzomib;7.Carfilzomib;7.Carfilzomib;
3..1700.1	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Dara-Pd	1	1700					Cont.			TRUE	Cont.	7.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Daratumumab;7.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Daratumumab;	7.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Daratumumab;
3..1700.2	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Dara-Pd	2	1700					Cont.			TRUE	Cont.	8.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;8.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;	8.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;
3..1700.3	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Dara-Pd	3	1700					Cont.			TRUE	Cont.	8.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;8.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;	8.Daratumumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;
3..1701.1	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Dara-Rd	1	1701					Cont.			TRUE	Cont.	7.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;7.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;	7.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;
3..1701.2	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Dara-Rd	2	1701					Cont.			TRUE	Cont.	8.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;8.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;	8.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;
3..1701.3	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Dara-Rd	3	1701					Cont.			TRUE	Cont.	8.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;8.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;	8.Daratumumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;
3..1702.1	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Dara-Vd	1	1702					Cont.			TRUE	Cont.	14.Bortezomib;0.Daratumumab;3.Bortezomib;4.Bortezomib;0.Daratumumab;3.Bortezomib;4.Daratumumab;14.Bortezomib;0.Daratumumab;3.Bortezomib;4.Bortezomib;0.Daratumumab;3.Bortezomib;4.Daratumumab;	14.Bortezomib;0.Daratumumab;3.Bortezomib;4.Bortezomib;0.Daratumumab;3.Bortezomib;4.Daratumumab;
3..1702.2	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Dara-Vd	2	1702					Cont.			TRUE	Cont.	18.Bortezomib;0.Daratumumab;3.Bortezomib;4.Bortezomib;3.Bortezomib;18.Bortezomib;0.Daratumumab;3.Bortezomib;4.Bortezomib;3.Bortezomib;	18.Bortezomib;0.Daratumumab;3.Bortezomib;4.Bortezomib;3.Bortezomib;
3..1703.1	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Elo-Pd	1	1703					Cont.			TRUE	Cont.	7.Elotozumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Elotozumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Elotozumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Elotozumab;7.Elotozumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Elotozumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Elotozumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Elotozumab;	7.Elotozumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Elotozumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Elotozumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Elotozumab;
3..1703.2	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Elo-Pd	2	1703					Cont.			TRUE	Cont.	8.Elotozumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;8.Elotozumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;	8.Elotozumab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;
3..1704.1	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Elo-Rd	1	1704					Cont.			TRUE	Cont.	7.Elotozumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Elotozumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Elotozumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Elotozumab;7.Elotozumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Elotozumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Elotozumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Elotozumab;	7.Elotozumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Elotozumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Elotozumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Elotozumab;
3..1704.2	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Elo-Rd	2	1704					Cont.			TRUE	Cont.	8.Elotozumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;8.Elotozumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;	8.Elotozumab;0.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;
3..1705.1	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Elo-Vd	1	1705					Cont.			TRUE	Cont.	7.Bortezomib;0.Elotozumab;3.Bortezomib;4.Bortezomib;0.Elotozumab;3.Bortezomib;4.Elotozumab;7.Bortezomib;0.Elotozumab;3.Bortezomib;4.Bortezomib;0.Elotozumab;3.Bortezomib;4.Elotozumab;	7.Bortezomib;0.Elotozumab;3.Bortezomib;4.Bortezomib;0.Elotozumab;3.Bortezomib;4.Elotozumab;
3..1705.2	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Elo-Vd	2	1705					Cont.			TRUE	Cont.	11.Bortezomib;0.Elotozumab;3.Bortezomib;4.Bortezomib;3.Bortezomib;0.Elotozumab;11.Bortezomib;0.Elotozumab;3.Bortezomib;4.Bortezomib;3.Bortezomib;0.Elotozumab;	11.Bortezomib;0.Elotozumab;3.Bortezomib;4.Bortezomib;3.Bortezomib;0.Elotozumab;
3..1705.3	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Elo-Vd	3	1705					Cont.			TRUE	Cont.	14.Bortezomib;0.Elotozumab;7.Bortezomib;7.Bortezomib;0.Elotozumab;14.Bortezomib;0.Elotozumab;7.Bortezomib;7.Bortezomib;0.Elotozumab;	14.Bortezomib;0.Elotozumab;7.Bortezomib;7.Bortezomib;0.Elotozumab;
3..1706.1	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	FRD	1	1706					Cont.			TRUE	Cont.	8.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;8.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;	8.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;1.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;0.Panobinostat;1.Lenalidomide;1.Lenalidomide;
3..1708.1	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Isa-Kd	1	1708					Cont.			TRUE	Cont.	6.Carfilzomib;0.Isatuximab;1.Carfilzomib;6.Carfilzomib;0.Isatuximab;1.Carfilzomib;6.Carfilzomib;0.Isatuximab;1.Carfilzomib;6.Carfilzomib;0.Isatuximab;1.Carfilzomib;6.Carfilzomib;0.Isatuximab;1.Carfilzomib;6.Carfilzomib;0.Isatuximab;1.Carfilzomib;6.Carfilzomib;0.Isatuximab;1.Carfilzomib;6.Carfilzomib;0.Isatuximab;1.Carfilzomib;	6.Carfilzomib;0.Isatuximab;1.Carfilzomib;
3..1709.1	Multiple Myeloma	Relapsed/Refactory	3	Relapsed refractory, triplets	79	Isa-Pd	1	1709					Cont.			TRUE	Cont.	7.Isatuximab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Isatuximab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Isatuximab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Isatuximab;7.Isatuximab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Isatuximab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Isatuximab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Isatuximab;	7.Isatuximab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Isatuximab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Isatuximab;0.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Pomalidomide;1.Isatuximab;
